BASMID,ALLGRADEX,EDCPUB,SCCHOICE,SPUBCHOIX,SCONSIDR,SCHLHRSWK,EINTNET,MOSTIMPT,INTNUM,SEENJOY,SEGRADES,SEABSNT,SEGRADEQ,FSSPORTX,FSVOL,FSMTNG,FSPTMTNG,FSATCNFN,FSFUNDRS,FSCOMMTE,FSCOUNSLR,FSFREQ,FSNOTESX,FSMEMO,FCSCHOOL,FCTEACHR,FCSTDS,FCORDER,FCSUPPRT,FHHOME,FHWKHRS,FHAMOUNT,FHCAMT,FHPLACE,FHCHECKX,FHHELP,FOSTORY2X,FOCRAFTS,FOGAMES,FOBUILDX,FOSPORT,FORESPON,FOHISTX,FODINNERX,FOLIBRAYX,FOBOOKSTX,HDHEALTH,CDOBMM,CDOBYY,CSEX,CSPEAKX,HHTOTALXX,RELATION,P1REL,P1SEX,P1MRSTA,P1EMPL,P1HRSWK,P1MTHSWRK,P1AGE,P2GUARD,TTLHHINC,OWNRNTHB,CHLDNT,SEFUTUREX,DSBLTY,HHPARN19X,HHPARN19_BRD,NUMSIBSX,PARGRADEX,RACEETH,INTACC,CENREG,ZIPLOCL
20191000012,12,1,2,3,2,4,4,-1,-1,2,1,1,1,2,2,1,2,1,1,2,2,2,2,1,2,2,1,2,1,4,2,1,1,1,3,2,1,1,2,1,2,1,1,7,2,2,1,1,2004,2,2,4,1,1,2,1,3,-1,6,52,1,8,2,1,6,2,1,1,1,3,4,1,4,11
20191000029,4,1,2,3,2,4,3,-1,2,3,5,1,3,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1,4,7,2,2,1,4,4,1,2,2,2,1,2,1,5,2,2,1,8,2012,1,4,9,1,1,2,5,1,40,12,29,2,5,2,1,6,2,2,2,1,3,3,1,4,12
20191000059,11,2,2,2,1,4,3,2,2,3,3,1,4,1,1,1,1,1,2,1,1,20,2,1,4,3,4,4,4,2,6,3,2,1,3,1,1,2,2,1,1,1,1,7,2,2,2,3,2005,1,2,3,1,1,2,5,1,35,12,33,2,3,2,4,5,2,2,2,1,5,2,3,2,11
20191000070,6,1,1,1,1,4,4,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,5,1,1,1,4,3,1,1,1,1,1,1,1,7,1,1,1,12,2009,1,4,3,1,1,2,4,1,35,11,35,2,2,1,2,6,2,2,2,1,2,3,1,2,31
20191000078,9,1,2,3,2,4,4,-1,-1,2,1,1,1,1,2,1,2,1,1,2,2,5,1,1,1,1,1,1,1,3,5,3,1,1,4,3,2,2,1,1,1,1,1,3,2,2,1,5,2006,1,2,4,2,1,1,1,2,60,12,48,1,10,1,2,6,2,1,1,1,5,5,1,2,21
20191000083,6,1,1,2,2,4,4,-1,-1,1,5,1,1,1,2,1,2,1,1,2,2,5,1,1,1,1,1,1,1,3,3,1,1,1,4,3,1,2,2,2,1,1,1,7,2,1,1,5,2010,2,2,3,2,1,1,1,1,60,9,46,1,10,1,2,6,2,1,1,0,5,1,1,4,21
20191000149,8,1,1,1,2,4,4,-1,-1,1,1,1,2,2,2,1,2,1,2,2,2,3,1,1,1,2,1,1,2,3,10,1,1,1,4,2,1,2,1,1,2,1,2,7,2,2,1,12,2007,2,2,5,1,1,2,1,3,-1,6,34,1,3,1,1,6,1,1,1,2,3,3,1,2,41
20191000163,5,1,1,1,1,4,4,-1,-1,1,5,1,3,1,2,1,2,1,1,2,2,5,1,1,1,1,1,1,1,3,2,1,1,1,4,3,1,1,1,2,1,2,1,7,1,2,1,3,2011,2,2,6,5,1,2,1,4,-1,0,32,1,12,1,2,5,1,1,1,1,4,1,1,3,41
20191000187,9,1,1,1,2,4,4,-1,-1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,4,10,1,1,1,3,1,1,2,1,2,2,1,2,7,1,2,1,4,2007,1,2,4,2,1,1,1,1,40,12,49,1,11,1,1,5,2,1,1,1,5,1,1,3,21
20191000217,2,1,1,1,2,4,4,-1,-1,2,5,2,3,1,1,1,2,1,1,2,2,4,1,1,1,1,2,2,1,4,4,2,2,1,4,4,1,1,1,1,1,2,2,4,1,2,2,1,2013,1,2,3,1,1,2,1,1,37,12,44,1,7,1,3,3,2,1,1,0,3,1,1,3,42
20191000218,15,1,1,3,1,4,3,-1,6,1,2,1,3,1,2,2,1,2,2,2,2,1,1,1,2,2,2,2,1,2,5,1,2,1,4,2,1,2,1,2,1,1,2,0,2,2,2,12,2000,2,2,5,1,1,2,5,1,36,12,38,1,3,1,1,2,1,1,1,2,4,3,1,3,13
20191000220,12,1,1,3,1,4,4,-1,-1,3,1,1,2,1,1,2,2,2,1,2,1,3,1,1,1,1,1,1,1,3,3,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,3,2004,1,2,4,1,1,2,1,1,40,12,45,1,10,1,1,5,1,1,1,1,5,1,1,1,21
20191000221,6,1,1,2,2,4,4,-1,-1,3,2,1,4,1,2,1,2,1,2,2,1,7,1,1,1,1,1,1,1,4,3,1,2,2,3,3,2,2,2,2,2,2,2,1,1,2,2,3,2010,1,2,3,2,1,1,1,1,60,12,32,1,8,1,3,3,1,1,1,0,4,1,1,3,21
20191000222,14,1,2,2,2,4,4,-1,-1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,4,24,1,1,1,4,2,1,2,2,2,1,1,1,7,2,2,2,3,2003,1,3,5,1,1,2,1,5,-1,0,39,1,5,2,2,5,2,1,1,2,2,3,3,2,21
20191000230,6,1,2,2,2,4,4,-1,-1,1,2,1,2,1,2,1,2,1,1,2,2,5,1,1,1,1,1,1,2,3,5,1,2,1,3,2,1,1,1,2,1,2,1,5,2,2,1,1,2010,2,2,4,5,1,1,3,1,40,12,33,2,8,1,2,5,2,3,2,0,3,1,1,1,41
20191000271,9,1,1,1,2,4,4,-1,-1,2,1,1,2,1,2,1,2,1,2,2,1,4,1,1,2,2,2,3,2,2,8,1,2,1,3,2,1,2,2,1,1,2,2,7,2,1,2,11,2006,1,2,5,1,1,2,1,5,-1,0,50,1,8,1,3,3,1,1,1,2,3,1,1,3,21
20191000281,2,2,1,2,1,4,4,-1,-1,1,5,1,1,1,1,1,2,1,1,2,2,3,1,1,1,1,1,2,2,6,-1,-1,-1,-1,-1,-1,1,1,1,1,1,2,1,3,1,1,1,1,2013,2,2,6,1,1,2,1,2,40,12,39,1,12,1,2,6,2,1,1,2,5,5,1,1,22
20191000316,7,1,2,2,2,4,4,-1,-1,2,1,1,1,1,2,1,2,1,1,2,2,4,2,1,2,3,1,2,1,1,1,3,1,2,4,1,1,1,1,2,1,1,1,7,1,2,1,1,2009,2,2,3,1,1,2,1,5,-1,0,48,1,7,1,2,5,2,1,1,0,4,1,1,2,21
20191000318,12,1,1,1,1,4,4,-1,-1,2,3,3,3,1,1,1,1,1,1,2,1,10,1,1,2,2,1,3,3,3,8,1,1,1,3,2,1,2,1,1,1,1,1,3,1,1,1,1,2004,2,2,3,2,1,1,3,1,50,12,46,2,8,2,1,5,2,3,2,1,4,3,3,4,21
20191000329,2,1,1,3,2,4,3,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,4,5,1,1,1,4,2,2,2,1,1,1,1,1,4,1,1,1,8,2012,2,6,4,2,1,1,1,1,40,12,42,1,10,1,2,5,2,1,1,1,5,4,1,3,13
20191000330,10,1,1,1,2,4,4,-1,-1,2,2,1,1,1,1,1,1,1,1,1,1,5,1,1,2,1,1,2,2,3,4,1,2,2,4,3,1,2,1,1,1,1,2,5,1,1,1,12,2005,2,2,4,2,1,1,1,1,50,12,42,1,10,1,1,6,1,1,1,1,5,3,1,4,41
20191000361,15,1,1,1,2,4,4,-1,-1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,4,30,1,2,1,3,1,2,2,2,2,1,1,2,5,1,1,2,10,2001,2,5,3,2,1,1,1,1,40,12,56,1,12,1,1,6,2,1,1,0,5,1,1,2,21
20191000375,2,1,1,3,2,4,4,-1,-1,1,5,1,1,1,1,1,1,1,1,2,2,15,1,1,1,1,1,2,2,3,10,1,1,1,4,3,1,1,1,2,2,2,1,3,1,1,1,10,2012,2,2,4,1,1,2,1,5,-1,0,39,1,7,1,2,6,2,1,1,1,3,2,1,2,21
20191000385,2,1,1,2,2,3,4,-1,-1,1,1,1,1,1,1,1,2,1,1,2,2,10,1,1,1,1,1,1,1,4,7,1,1,1,4,4,1,1,1,1,1,1,2,7,2,2,1,1,2013,2,2,3,2,1,1,1,1,40,12,44,1,8,1,2,6,2,1,1,0,5,5,1,4,41
20191000388,8,1,2,3,2,4,4,-1,-1,2,1,1,1,1,2,1,2,2,1,2,2,5,1,1,2,1,3,1,1,3,6,1,2,1,4,2,1,2,2,1,1,2,2,7,2,1,1,10,2007,1,2,3,2,1,1,1,1,40,12,47,1,7,1,2,5,2,1,1,0,2,1,1,2,41
20191000393,12,1,2,2,2,4,4,-1,-1,2,1,1,2,1,2,1,2,2,2,2,2,6,2,1,2,2,2,2,3,3,6,1,1,1,4,2,1,2,2,2,1,1,1,4,2,1,1,3,2004,2,2,5,1,1,2,1,5,-1,0,40,1,9,1,1,5,2,1,1,2,5,1,1,1,22
20191000401,15,1,2,2,1,4,3,12,1,3,1,1,1,1,1,1,1,2,1,2,1,4,2,2,2,2,2,2,2,3,4,1,1,1,2,5,1,1,2,1,1,2,1,4,2,2,1,1,2001,2,2,3,1,1,2,1,2,40,12,59,1,3,1,1,6,2,1,1,0,2,1,1,3,42
20191000446,11,1,2,2,1,4,4,-1,-1,3,1,1,1,1,1,1,1,1,1,2,1,5,1,1,3,1,2,3,3,3,12,1,1,1,4,2,1,1,1,1,1,1,1,5,2,2,1,6,2005,2,2,4,1,1,2,1,1,50,12,47,1,8,1,1,6,2,1,1,0,5,5,1,2,21
20191000461,7,1,2,2,2,2,4,-1,-1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,4,1,1,2,1,4,4,1,1,2,2,1,2,2,3,2,2,2,4,2009,2,2,5,1,1,2,1,1,40,12,44,1,9,2,1,4,2,1,1,2,3,1,1,3,21
20191000485,14,1,1,1,2,4,4,-1,-1,1,2,1,1,2,2,1,1,1,2,2,2,4,2,1,2,1,1,1,1,4,10,1,1,1,3,2,2,2,1,1,1,1,1,3,1,2,1,4,2002,1,6,2,1,1,2,2,1,40,12,47,2,4,1,1,6,1,2,2,0,2,2,3,4,21
20191000520,12,1,2,2,2,4,4,-1,-1,1,1,1,1,1,1,1,2,1,1,2,1,10,1,1,2,2,2,2,2,4,10,1,1,1,4,1,2,1,1,1,1,1,1,7,2,2,1,8,2004,2,2,4,2,1,1,1,1,40,12,43,1,10,1,1,5,1,1,1,1,3,5,1,4,21
20191000521,13,2,1,2,1,4,4,-1,-1,1,1,3,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,3,5,1,1,1,3,1,1,1,2,1,1,1,1,4,2,1,3,1,2003,1,6,5,1,1,2,1,1,30,12,36,1,8,1,1,5,2,1,1,2,4,1,1,4,11
20191000546,12,2,2,2,1,4,4,-1,-1,3,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,4,21,2,2,2,1,1,2,2,2,2,2,2,1,5,2,2,1,7,2004,2,2,4,1,1,2,1,7,-1,0,55,1,5,1,1,5,2,1,1,1,3,5,1,2,22
20191000573,4,2,1,3,1,4,4,-1,-1,1,2,1,1,2,2,1,2,1,2,2,2,5,1,1,1,1,1,1,1,4,2,1,1,1,4,4,1,1,1,1,1,1,1,3,1,1,1,4,2012,2,2,4,2,1,1,3,1,60,12,38,2,11,1,1,6,2,3,2,0,3,3,1,3,21
20191000585,13,1,1,1,1,4,4,-1,-1,2,2,1,2,1,1,1,2,2,2,2,1,8,1,1,1,1,1,1,1,3,5,2,2,1,1,5,1,2,1,1,1,1,2,3,2,2,2,10,2002,1,2,6,1,1,1,1,1,50,12,46,1,8,1,2,6,2,1,1,3,5,1,1,2,21
20191000595,3,1,2,2,1,3,4,-1,-1,1,5,1,1,1,1,1,1,1,2,2,2,5,1,1,1,1,1,1,1,4,5,1,1,1,4,4,1,1,1,2,1,1,1,7,1,1,1,1,2013,1,2,4,2,1,1,1,1,40,12,37,1,11,1,1,5,2,1,1,1,5,1,1,2,11
20191000597,4,1,2,3,2,4,4,-1,-1,1,2,1,3,1,1,1,2,1,1,2,2,3,1,1,1,3,2,2,2,2,6,3,3,1,4,2,1,1,2,1,2,1,2,4,2,2,2,12,2011,2,3,4,1,1,2,5,5,-1,0,36,2,2,1,3,5,2,2,2,1,1,3,1,3,21
20191000598,13,1,1,2,2,4,4,-1,-1,3,2,1,3,1,2,1,1,1,1,2,1,1,1,1,1,2,4,3,1,3,3,1,1,1,3,2,2,2,2,2,1,1,2,7,2,2,1,5,2003,1,5,3,1,1,2,1,2,45,11,55,1,7,2,1,5,2,1,1,0,4,1,1,4,13
20191000599,13,1,1,2,2,4,2,13,7,2,2,1,3,2,2,1,2,2,1,2,2,2,1,1,1,1,1,1,2,2,10,1,1,1,3,1,1,2,1,1,1,1,1,4,2,2,1,4,2003,1,2,2,1,1,2,5,1,20,12,48,2,2,1,1,3,2,2,2,0,3,5,1,2,21
20191000601,10,1,2,2,2,4,4,-1,-1,3,1,2,1,1,2,1,2,1,1,2,1,2,1,1,2,3,3,2,4,4,12,2,2,1,3,4,1,2,1,2,1,1,1,4,2,2,1,3,2009,2,2,4,1,1,2,1,3,-1,0,42,1,9,1,1,6,1,1,1,1,5,1,1,1,21
20191000606,7,1,1,2,2,4,4,-1,-1,1,1,1,2,1,1,1,1,2,2,2,1,4,1,1,1,1,1,1,1,4,12,1,2,1,4,3,2,1,1,1,1,2,1,7,1,1,1,9,2008,2,2,4,2,1,1,1,1,45,12,65,1,7,2,2,6,2,1,1,1,5,3,1,2,11
20191000619,8,1,1,1,2,4,4,-1,-1,1,2,1,1,1,2,1,1,1,1,2,2,5,1,1,1,1,1,1,1,3,5,1,1,1,4,3,1,1,1,1,1,1,1,6,1,1,1,12,2007,1,2,2,1,1,2,5,7,-1,9,44,2,3,2,2,4,1,2,2,0,3,2,1,2,12
20191000620,10,1,2,3,2,4,4,-1,-1,2,1,2,2,1,2,1,1,2,1,2,2,4,1,1,2,2,2,2,3,4,5,2,2,2,3,1,1,2,1,2,1,1,2,4,2,2,3,2,2006,1,2,3,1,1,2,1,1,32,12,38,1,7,2,2,6,1,1,1,0,3,1,1,2,21
20191000625,6,1,2,3,2,4,4,-1,-1,1,1,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,3,2,1,1,1,4,1,1,1,2,2,1,2,1,7,1,1,1,12,2009,1,2,4,2,1,1,1,1,45,12,39,1,9,1,5,6,2,1,1,1,4,1,1,2,22
20191000629,5,2,1,1,1,4,4,-1,-1,2,1,1,3,1,1,1,1,1,1,2,2,5,1,1,1,2,1,1,1,2,3,1,1,1,4,2,1,1,1,2,1,2,2,7,2,1,2,9,2010,2,2,5,1,1,2,1,1,35,12,39,1,7,1,2,5,2,1,1,2,4,1,1,3,33
20191000634,11,1,1,1,1,4,4,-1,-1,1,2,1,3,2,2,1,1,1,1,2,2,3,2,1,1,1,1,1,3,4,6,2,2,1,2,1,2,2,1,2,1,1,2,4,2,2,1,6,2005,1,2,3,1,1,2,3,1,40,12,50,2,6,1,1,6,2,2,2,1,4,1,1,1,21
20191000638,12,1,2,2,2,4,4,-1,-1,2,2,1,2,2,2,2,2,2,2,2,2,0,2,1,2,2,2,1,2,4,6,3,2,2,1,5,1,2,2,1,2,1,1,0,2,2,4,8,2004,1,3,5,1,1,2,3,3,-1,7,51,2,2,2,1,6,2,2,2,2,3,3,1,1,21
20191000646,9,2,1,3,2,4,4,-1,-1,1,1,1,1,1,1,1,1,1,1,2,2,4,1,1,1,1,2,2,2,3,6,1,1,1,1,2,1,1,1,1,1,2,1,7,2,1,2,12,2006,1,2,7,1,1,2,1,2,40,6,36,1,7,1,3,6,2,1,1,4,5,1,1,2,11
20191000651,2,1,1,1,2,4,4,-1,-1,1,5,1,2,1,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,6,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,5,1,1,1,12,2012,2,2,4,2,1,1,1,1,40,10,33,1,2,1,2,6,1,1,1,1,1,3,3,1,13
20191000685,13,1,1,1,1,4,4,-1,-1,2,1,1,1,1,1,1,2,1,1,2,2,20,1,1,1,1,1,1,1,4,12,1,1,1,1,5,1,2,2,2,1,1,1,5,2,2,1,6,2003,1,2,3,1,1,2,1,1,50,12,56,1,12,1,1,6,2,1,1,0,5,1,1,3,12
20191000695,6,1,1,1,2,2,3,10,1,1,1,3,1,1,1,1,1,1,1,2,2,15,1,1,1,1,1,1,1,2,2,1,1,1,4,1,1,1,1,1,1,1,2,7,1,1,4,2,2010,2,2,3,1,1,2,1,1,26,12,32,1,8,1,1,6,1,1,1,0,4,1,1,3,13
20191000728,15,1,1,1,2,4,4,-1,-1,2,2,1,2,1,2,1,2,2,2,2,1,5,1,1,2,3,3,2,2,1,3,1,1,2,3,5,1,2,2,1,2,2,2,4,2,2,1,11,2000,1,2,3,1,1,2,1,1,40,12,45,1,10,1,1,6,2,1,1,0,5,1,1,4,32
20191000730,13,1,1,1,2,4,4,-1,-1,3,1,2,2,1,1,2,2,2,2,2,1,3,1,1,2,2,2,2,2,4,10,1,1,1,2,1,1,2,2,2,2,1,1,5,2,2,3,3,2003,2,2,3,2,1,1,2,2,20,12,50,2,9,1,1,6,1,3,2,1,3,5,1,4,11
20191000750,10,1,2,3,2,4,4,-1,-1,2,1,2,2,1,1,1,2,1,2,2,2,9,2,1,2,1,2,1,2,2,2,1,1,2,4,1,1,2,1,1,2,1,1,5,2,1,1,7,2006,1,2,4,1,1,2,3,1,40,12,48,2,9,1,1,5,2,2,2,0,4,1,1,3,31
20191000765,12,1,1,1,2,4,4,-1,-1,2,1,1,3,1,2,1,2,2,1,2,1,3,1,1,2,2,2,2,2,4,10,1,1,1,4,4,1,2,2,2,1,1,1,7,2,1,2,3,2004,1,2,5,1,1,2,1,5,-1,0,52,1,8,1,1,5,1,1,1,2,4,1,1,2,41
20191000783,5,1,2,2,1,2,4,-1,-1,1,5,2,3,2,2,2,2,2,2,2,1,1,2,1,3,2,4,4,2,5,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,2,4,1,1,2,2,2011,2,4,4,1,1,2,1,1,50,12,29,2,10,2,1,6,2,2,2,0,2,3,1,1,11
20191000801,4,1,1,3,1,4,4,-1,-1,1,5,1,2,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,4,4,1,1,1,4,4,1,1,1,1,1,1,2,7,2,1,2,6,2011,1,2,4,1,1,2,1,1,36,12,32,1,9,1,2,5,1,1,1,1,4,1,1,1,21
20191000827,11,1,1,3,2,4,4,-1,-1,3,3,4,3,1,1,1,1,1,1,1,1,10,1,1,4,3,4,4,2,4,8,2,2,1,3,3,1,1,1,2,1,1,2,5,2,2,2,11,2004,1,4,4,2,1,1,1,6,-1,0,58,1,9,1,1,5,2,1,1,1,4,5,1,1,21
20191000849,6,1,1,1,1,4,4,-1,-1,2,2,1,2,1,1,1,2,1,1,2,2,4,1,1,1,2,2,2,1,4,7,1,1,1,4,3,1,1,1,1,1,1,1,3,1,1,2,2,2010,1,2,6,2,2,1,3,1,40,12,41,1,9,1,1,5,2,1,1,3,4,3,1,2,21
20191000858,6,1,1,1,2,4,4,-1,-1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,2,3,4,1,1,1,4,2,1,1,1,1,1,1,1,5,1,2,1,5,2010,1,2,4,2,1,1,1,1,40,12,39,2,4,2,1,2,2,3,2,1,2,4,1,3,21
20191000870,11,1,2,3,2,4,4,-1,-1,2,1,1,1,1,2,1,1,1,1,2,2,25,1,1,2,2,2,1,2,4,8,1,1,2,4,1,2,2,2,1,1,2,2,5,2,2,1,11,2004,2,2,4,2,1,1,1,1,50,12,53,1,9,1,2,6,2,1,1,1,4,1,1,2,21
20191000873,13,1,2,1,2,4,4,-1,-1,2,1,1,1,1,1,1,2,2,1,2,2,7,2,1,2,2,3,2,2,4,10,1,2,1,3,1,2,2,2,2,2,1,2,1,2,2,1,1,2003,1,2,4,2,1,1,1,1,40,12,62,1,9,1,1,5,2,1,1,1,3,1,1,4,21
20191000878,14,1,1,1,1,4,4,-1,-1,2,1,1,1,2,2,1,2,2,1,2,1,2,1,1,2,2,2,3,2,4,20,2,2,1,1,1,2,2,2,2,2,2,2,5,2,2,2,3,2002,2,5,3,1,1,2,1,3,-1,0,56,1,8,1,1,6,2,1,1,0,5,4,1,2,11
20191000898,14,1,1,2,2,4,4,-1,-1,1,1,1,1,1,2,1,1,2,1,2,2,4,1,1,1,1,1,3,2,4,7,1,2,1,4,1,2,2,2,2,2,1,1,3,2,2,1,12,2001,2,2,4,5,5,2,1,1,45,12,51,1,2,1,1,6,2,4,1,0,2,2,1,2,41
20191000907,6,1,1,3,1,4,4,-1,-1,2,5,1,2,1,2,2,1,1,2,2,2,1,2,1,2,1,1,1,1,3,1,3,2,1,4,5,2,2,2,2,1,2,2,0,2,2,4,3,2010,1,2,3,5,1,1,3,1,40,12,40,1,3,1,5,4,2,3,1,0,3,2,4,1,13
20191000942,11,1,2,2,2,4,4,-1,-1,2,5,1,3,2,2,1,2,1,2,2,2,3,1,1,1,1,1,1,1,6,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,6,1,2,2,7,2003,1,1,4,2,1,1,1,5,-1,0,57,1,8,2,5,2,1,1,1,1,5,1,1,4,11
20191000967,12,1,2,3,2,4,4,-1,-1,1,2,1,2,2,2,2,2,2,2,2,2,0,2,2,1,2,1,1,2,2,2,1,1,2,2,5,2,2,2,2,2,2,2,6,2,2,4,5,2005,1,3,3,2,1,1,4,1,50,12,40,2,4,2,2,5,2,3,2,0,3,3,3,2,13
20191000976,10,1,1,3,1,4,1,13,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,1,1,2,2,2,1,4,12,1,1,1,4,2,2,2,1,1,1,1,1,5,2,1,1,10,2006,2,2,3,1,1,2,1,1,40,12,43,1,10,1,1,6,2,1,1,0,5,4,1,2,21
20191000978,11,1,1,1,2,4,4,-1,-1,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,6,1,2,2,4,2,2,2,2,2,2,2,1,4,2,2,1,12,2004,2,2,3,1,1,2,1,5,-1,0,48,1,8,1,2,5,2,1,1,0,2,3,1,4,21
20191001013,11,1,1,1,2,4,4,-1,-1,2,5,1,3,1,2,1,1,1,1,2,1,4,1,1,2,1,2,1,1,3,8,3,2,1,4,1,2,2,1,2,1,1,1,0,1,2,2,2,2005,1,2,4,5,5,2,1,6,-1,0,74,1,3,1,1,4,1,4,1,0,3,2,1,1,11
20191001030,9,1,1,1,2,4,4,-1,-1,1,1,1,1,1,2,1,2,2,1,2,2,3,2,1,1,1,1,1,1,4,7,1,2,1,4,1,1,1,2,2,1,1,2,7,2,2,1,10,2006,2,2,5,1,1,2,1,1,40,12,44,1,8,1,1,6,2,1,1,2,4,3,1,2,11
20191001053,13,1,2,2,1,4,4,-1,-1,1,1,1,1,1,2,1,2,1,2,2,1,5,2,1,1,1,2,2,1,4,12,1,1,1,4,1,1,2,2,1,1,1,2,2,2,1,1,2,2003,2,2,3,2,1,1,3,1,40,12,48,2,11,1,1,6,1,3,2,1,5,1,1,4,11
20191001081,15,1,2,2,2,4,4,-1,-1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,5,1,1,1,2,5,1,2,2,2,1,2,2,3,2,2,1,6,2001,1,5,5,2,1,1,1,2,50,12,54,1,5,1,1,5,2,1,1,2,4,1,1,2,11
20191001086,12,1,1,1,2,4,4,-1,-1,2,1,1,2,1,2,1,2,2,2,2,2,10,1,1,1,2,1,1,1,4,10,1,2,1,1,5,1,2,2,2,1,2,1,7,2,2,1,6,2004,2,6,3,1,1,2,1,1,40,10,52,1,9,1,1,6,2,1,1,0,5,1,1,1,21
20191001108,12,1,1,2,1,4,4,-1,-1,2,5,1,2,1,1,1,2,2,1,2,1,30,2,1,1,1,1,1,2,3,5,1,1,1,3,5,1,2,1,2,2,2,2,2,2,2,1,1,2003,1,2,3,1,1,2,1,5,-1,1,42,1,6,1,2,4,1,1,1,0,3,5,1,2,42
20191001134,12,1,1,1,2,4,4,-1,-1,2,1,2,3,1,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,3,3,3,1,1,2,1,2,2,1,2,2,1,1,5,2,1,2,6,2004,2,3,3,1,1,2,1,5,-1,0,53,1,5,1,2,3,2,1,1,0,1,3,1,4,13
20191001167,15,1,1,1,2,2,4,-1,-1,2,3,4,2,1,2,1,2,2,2,2,1,10,2,2,1,1,1,2,2,4,15,2,2,1,1,5,2,2,2,2,2,1,1,7,1,2,4,5,2001,2,3,6,1,1,2,1,1,45,12,36,1,8,1,1,6,1,1,1,3,3,3,1,4,23
20191001171,9,1,1,1,2,4,4,-1,-1,2,1,1,1,1,1,1,2,1,1,1,1,5,1,1,1,1,1,1,1,4,2,1,2,1,4,2,1,1,1,1,1,1,1,5,2,2,1,6,2007,2,2,4,1,1,2,1,1,20,12,42,1,10,1,2,6,2,1,1,1,5,1,1,2,21
20191001173,14,1,2,2,2,4,4,-1,-1,2,3,1,4,1,2,1,1,1,1,2,1,3,1,1,2,3,2,2,2,3,5,1,1,1,3,1,1,2,2,1,1,1,1,4,2,2,1,10,2001,1,2,5,1,1,2,1,1,40,12,55,1,8,1,2,2,2,1,1,2,5,1,1,1,42
20191001188,11,1,1,1,1,4,3,11,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,4,15,1,1,1,4,1,2,2,2,2,1,1,1,4,2,1,2,10,2004,2,2,2,1,1,2,3,1,40,12,41,2,7,1,1,5,2,2,2,0,4,3,1,2,21
20191001197,11,1,1,1,2,4,3,12,1,2,1,1,2,1,2,1,2,2,1,2,2,12,2,1,1,1,1,1,1,3,3,1,1,1,4,1,1,2,2,2,1,1,2,6,2,2,2,8,2005,1,2,4,1,1,2,1,2,40,12,43,1,10,1,2,6,2,1,1,1,5,1,1,2,21
20191001202,12,1,1,3,2,4,4,-1,-1,1,2,1,2,1,2,1,2,1,2,2,1,5,1,1,1,1,1,1,1,3,4,1,1,2,2,1,1,2,2,2,2,1,1,4,2,2,2,8,2004,2,2,4,2,1,1,1,1,40,12,50,1,11,1,1,5,1,1,1,1,4,1,1,1,41
20191001205,10,1,1,2,2,4,4,-1,-1,1,2,2,3,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,3,4,1,1,1,4,5,1,1,1,1,1,1,1,2,2,2,4,11,2004,2,3,3,1,1,2,1,5,-1,0,54,1,1,2,1,2,1,1,1,0,4,3,1,2,21
20191001219,11,1,1,1,1,4,4,-1,-1,3,3,1,3,1,1,1,1,1,1,2,1,5,1,1,2,1,3,2,1,4,8,1,2,1,3,1,1,1,2,1,1,1,1,5,1,1,1,5,2005,2,2,6,1,2,2,1,5,-1,0,53,1,11,1,1,6,2,1,1,3,5,1,1,3,22
20191001226,6,2,1,1,2,4,4,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,6,-1,-1,-1,-1,-1,-1,1,1,1,1,2,1,1,7,1,1,1,11,2010,2,2,4,2,1,1,1,1,50,12,57,1,10,2,1,6,2,1,1,1,5,1,1,3,11
