BASMID,ALLGRADEX,EDCPUB,SCCHOICE,SPUBCHOIX,SCONSIDR,SCHLHRSWK,EINTNET,MOSTIMPT,INTNUM,SEENJOY,SEGRADES,SEABSNT,SEGRADEQ,FSSPORTX,FSVOL,FSMTNG,FSPTMTNG,FSATCNFN,FSFUNDRS,FSCOMMTE,FSCOUNSLR,FSFREQ,FSNOTESX,FSMEMO,FCSCHOOL,FCTEACHR,FCSTDS,FCORDER,FCSUPPRT,FHHOME,FHWKHRS,FHAMOUNT,FHCAMT,FHPLACE,FHCHECKX,FHHELP,FOSTORY2X,FOCRAFTS,FOGAMES,FOBUILDX,FOSPORT,FORESPON,FOHISTX,FODINNERX,FOLIBRAYX,FOBOOKSTX,HDHEALTH,CDOBMM,CDOBYY,CSEX,CSPEAKX,HHTOTALXX,RELATION,P1REL,P1SEX,P1MRSTA,P1EMPL,P1HRSWK,P1MTHSWRK,P1AGE,P2GUARD,TTLHHINC,OWNRNTHB,CHLDNT,SEFUTUREX,DSBLTY,HHPARN19X,HHPARN19_BRD,NUMSIBSX,PARGRADEX,RACEETH,INTACC,CENREG,ZIPLOCL
20191104784,15,1,1,3,2,2,4,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,1,1,1,1,1,1,4,0,1,1,1,3,5,2,2,2,1,2,1,1,7,2,2,1,2,2001,1,2,5,2,1,1,1,1,40,12,54,1,5,1,1,6,2,1,1,1,3,4,1,4,11
20191104791,5,1,1,3,2,4,4,-1,-1,3,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,1,2,2,4,10,1,2,1,4,4,1,1,2,2,2,1,2,0,2,2,2,12,2010,1,2,2,1,1,2,3,1,40,10,30,2,2,2,5,5,2,2,2,0,3,1,3,2,42
20191104795,15,1,2,3,2,4,4,-1,-1,2,1,2,1,1,1,1,1,1,1,1,1,5,1,1,2,2,2,2,3,4,15,1,1,1,4,5,1,2,2,2,1,1,1,3,2,2,2,3,2001,1,2,3,1,1,2,3,1,40,12,47,2,7,1,1,6,2,2,2,1,4,4,1,4,11
20191104817,14,1,1,1,1,4,4,-1,-1,2,2,1,2,1,1,1,1,1,1,2,1,15,1,1,1,1,1,1,1,4,8,1,2,1,3,1,1,2,2,2,1,1,1,5,2,2,1,5,2002,2,2,5,1,1,2,3,1,40,12,48,1,6,1,1,5,1,1,1,2,3,3,1,4,21
20191104833,2,1,1,2,1,4,4,-1,-1,1,1,1,1,1,1,1,1,1,1,1,2,10,1,1,1,1,1,1,1,3,12,1,1,1,4,3,1,1,1,1,1,1,1,5,1,1,1,8,2012,1,2,6,6,1,2,1,1,40,10,53,1,7,1,1,5,1,2,1,1,5,4,1,1,21
20191104849,15,1,1,1,1,4,4,-1,-1,3,2,1,4,1,2,1,2,1,2,2,2,3,1,1,1,1,1,1,1,5,-1,-1,-1,-1,-1,-1,2,2,2,2,2,1,2,4,2,2,1,6,2001,1,2,3,2,3,1,1,1,50,12,55,1,11,1,4,3,2,1,1,0,3,3,1,1,21
20191104860,13,2,1,2,2,4,4,-1,-1,1,2,1,3,1,1,1,2,2,1,2,1,15,1,1,1,1,1,1,2,3,10,1,1,1,3,1,2,2,2,1,1,1,1,5,2,1,1,12,2002,2,2,2,1,1,2,3,5,-1,0,50,2,9,1,1,5,1,2,2,0,4,1,1,4,12
20191104864,2,1,1,2,2,4,4,-1,-1,1,1,2,1,2,1,1,1,2,1,1,2,5,1,1,2,2,1,1,2,2,1,1,1,1,4,1,1,1,1,1,1,2,1,6,2,2,1,2,2013,2,2,5,2,1,1,1,1,40,12,39,1,11,1,2,6,2,1,1,2,3,3,1,2,11
20191104872,8,1,1,1,2,4,3,11,1,2,1,1,2,1,2,2,1,1,2,2,1,5,1,1,1,1,1,1,1,3,8,3,1,1,4,3,2,1,1,1,1,1,2,3,2,1,1,4,2008,1,2,4,1,1,2,1,1,35,12,36,1,4,1,2,6,2,1,1,1,5,2,1,2,33
20191104881,8,1,2,3,2,4,4,-1,-1,3,1,1,3,1,2,1,1,1,1,2,2,4,1,1,2,2,2,2,2,2,1,1,1,1,4,1,1,2,1,1,1,1,2,3,2,2,3,6,2008,1,2,5,1,1,2,3,1,40,12,32,2,7,1,4,2,2,2,2,1,2,1,1,3,21
20191104887,14,1,1,1,2,4,4,-1,-1,2,2,1,2,1,1,1,1,1,1,2,2,60,2,1,2,2,2,2,2,4,2,1,1,1,3,1,1,2,1,1,1,1,2,3,1,2,1,10,2002,2,2,4,2,1,1,1,1,40,12,42,1,8,1,1,6,2,1,1,1,3,1,1,3,21
20191104894,10,1,1,1,1,4,4,-1,-1,2,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,5,2,2,1,8,2006,1,2,3,1,1,2,4,1,40,12,35,2,7,1,1,5,2,2,2,1,3,2,1,3,21
20191104899,15,1,2,2,2,4,4,-1,-1,2,3,1,3,1,2,1,1,1,2,2,1,6,1,1,2,2,3,4,1,3,3,1,1,1,3,1,2,1,1,1,2,1,2,7,2,2,2,5,2000,1,2,3,2,1,1,1,1,40,12,58,1,5,1,2,3,1,1,1,0,2,1,1,3,21
20191104913,15,1,1,1,2,4,4,-1,-1,2,1,1,1,1,2,1,2,1,2,2,2,2,1,1,1,1,1,1,2,3,6,1,1,1,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2001,1,2,4,2,1,1,1,1,40,12,52,1,8,1,1,5,2,1,1,1,5,3,1,4,33
20191104914,10,1,1,3,2,4,4,-1,-1,2,3,1,4,2,2,2,2,1,2,2,1,2,1,1,2,1,2,2,2,1,1,3,2,2,4,1,2,2,2,2,2,2,1,0,2,1,2,7,2006,2,2,3,2,3,1,1,7,-1,0,47,1,1,1,3,2,1,1,1,0,3,1,1,3,21
20191104935,7,1,1,1,2,4,4,-1,-1,1,1,1,2,1,1,1,1,1,1,2,1,10,2,1,1,1,1,1,1,3,4,1,2,1,4,2,2,1,2,2,1,1,2,5,2,2,1,7,2009,2,2,5,1,4,2,1,1,50,12,51,1,6,1,3,4,2,1,1,2,2,1,1,2,43
20191104940,5,2,1,2,1,4,4,-1,-1,3,1,1,2,1,1,1,2,1,1,2,1,3,1,1,2,2,1,1,2,3,5,1,1,1,4,2,1,2,2,2,1,1,2,7,2,2,2,10,2010,1,2,4,1,1,2,1,1,20,12,43,1,11,1,3,6,1,1,1,1,5,5,1,2,13
20191104942,4,1,1,3,1,2,4,-1,-1,4,2,1,2,2,2,1,1,1,2,2,2,3,1,1,1,1,1,1,1,2,5,3,1,1,4,4,1,1,1,2,1,1,1,1,2,2,1,5,2011,1,2,5,1,1,2,5,3,-1,8,30,2,2,2,2,6,1,2,2,3,2,3,1,2,11
20191104950,5,1,2,2,1,4,4,-1,-1,2,2,3,2,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,4,2,1,1,1,4,4,1,1,1,1,1,1,1,7,1,1,1,2,2011,1,2,3,5,1,2,5,5,-1,0,30,1,5,1,3,6,2,2,1,0,2,4,3,2,11
20191104960,12,1,2,1,1,4,4,-1,-1,3,2,1,3,1,2,1,2,1,2,2,2,3,1,1,2,1,1,3,2,3,4,1,2,1,3,2,1,2,2,2,1,1,2,2,2,2,2,6,2004,1,2,2,1,1,2,3,1,50,9,38,2,4,1,2,5,1,2,2,0,4,1,1,4,11
20191104978,9,1,1,3,2,4,4,-1,-1,2,3,1,2,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,3,3,1,2,1,4,3,1,1,1,2,1,1,1,7,1,2,1,6,2007,1,4,3,1,1,2,1,1,35,8,44,1,2,1,2,4,2,1,1,0,3,3,3,2,11
20191104979,2,1,1,3,2,2,3,5,1,1,2,1,3,1,2,1,1,1,1,2,1,5,1,1,2,2,2,2,2,3,5,1,1,1,4,3,1,1,1,2,1,1,1,7,1,2,2,4,2013,1,2,5,2,1,1,5,1,40,12,35,1,2,2,5,2,1,1,1,1,2,2,3,2,32
20191105000,5,1,1,2,2,4,4,-1,-1,1,2,1,3,1,1,1,1,1,1,1,2,10,2,1,1,1,2,1,1,4,5,1,1,1,4,3,2,1,1,2,1,2,1,7,2,2,2,5,2011,2,3,6,2,1,1,1,2,60,12,49,1,7,1,1,4,2,1,1,4,1,3,1,4,12
20191105009,9,1,1,3,1,2,4,-1,-1,2,2,1,3,1,1,1,1,1,1,2,2,5,1,1,2,2,2,2,2,2,2,1,1,1,4,1,1,1,1,1,1,1,1,7,1,2,2,5,2007,1,2,3,1,1,2,5,1,55,12,33,1,4,2,2,6,2,1,1,0,3,1,1,3,12
20191105030,13,1,2,3,2,4,4,-1,-1,2,2,1,3,2,2,1,1,2,1,2,2,3,1,1,2,2,2,2,2,3,8,1,1,1,4,3,1,1,1,1,1,1,1,0,1,2,1,12,2003,2,4,3,2,1,1,4,1,40,12,57,2,2,2,3,1,1,3,2,1,1,3,1,4,21
20191105044,13,1,1,2,2,3,4,-1,-1,2,1,1,1,2,2,1,2,2,2,2,2,1,2,1,1,2,1,1,2,4,10,1,2,2,1,1,2,1,1,1,1,1,1,5,2,1,1,3,2003,2,2,4,1,1,2,3,1,50,12,47,2,8,2,1,6,2,2,2,2,5,1,1,1,21
20191105060,15,1,1,3,2,3,4,-1,-1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,2,3,1,1,1,2,5,1,1,1,2,1,1,1,3,2,1,1,10,2000,2,2,3,1,1,2,1,1,40,12,49,1,9,1,1,5,2,1,1,0,3,1,1,2,41
20191105061,13,1,2,2,1,4,4,-1,-1,2,3,1,3,1,1,1,1,1,1,1,2,25,2,1,2,3,4,4,3,1,4,3,3,1,4,1,1,2,2,1,1,1,1,7,2,2,2,12,2002,1,2,4,1,1,2,1,1,30,12,50,1,9,1,1,5,1,1,1,1,4,1,1,2,21
20191105089,13,1,1,2,2,4,4,-1,-1,1,2,1,3,2,2,1,2,1,1,2,1,7,1,1,1,1,1,1,1,4,9,1,1,1,4,3,1,2,1,2,2,1,1,7,2,2,2,5,2003,1,2,5,1,1,2,1,1,25,12,57,1,7,1,1,5,2,1,1,2,4,1,1,1,21
20191105093,10,1,1,1,2,4,4,-1,-1,2,3,1,3,2,2,1,2,1,1,2,2,2,2,1,2,2,2,3,2,1,1,2,2,1,3,1,2,2,2,2,2,1,2,4,2,2,2,11,2005,1,2,3,1,1,2,5,1,32,12,43,2,2,2,2,3,2,2,2,1,2,1,1,3,43
20191105094,4,1,2,2,1,4,4,-1,-1,2,5,1,2,1,1,1,2,1,2,2,2,4,1,1,1,1,1,1,1,4,3,1,1,1,4,3,2,1,2,1,1,2,2,5,2,2,2,3,2012,2,2,3,1,1,2,3,1,40,12,38,2,7,2,3,5,2,2,2,1,4,1,1,1,21
20191105101,15,1,2,3,2,4,4,-1,-1,3,2,1,3,1,2,1,2,2,2,2,2,4,1,1,2,2,2,2,4,5,-1,-1,-1,-1,-1,-1,1,2,2,1,2,1,1,7,1,1,1,8,2001,1,2,5,2,2,1,1,1,30,12,54,1,3,1,1,3,2,1,1,2,3,1,1,2,31
20191105105,12,1,2,2,1,4,4,-1,-1,2,2,1,2,1,2,1,2,2,2,2,1,12,2,1,2,2,2,2,4,4,7,3,1,1,4,4,2,2,2,2,1,1,2,2,2,2,1,5,2004,1,2,4,2,1,1,1,1,60,12,44,1,11,1,1,6,2,1,1,1,5,1,1,3,11
20191105148,9,1,1,1,2,4,3,5,1,2,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,3,2,1,1,1,4,2,1,1,2,2,2,1,1,7,1,1,3,3,2007,2,6,4,2,1,1,1,2,40,12,50,2,9,1,2,6,2,3,2,1,4,4,1,1,21
20191105157,8,1,1,1,2,4,4,-1,-1,2,3,1,3,2,2,2,2,1,1,2,2,4,1,2,1,1,1,1,1,2,3,3,2,1,4,2,1,2,1,1,1,2,2,7,1,2,1,10,2007,1,2,4,2,1,1,1,1,40,12,42,1,10,1,2,5,1,1,1,1,5,1,1,3,41
20191105164,15,1,1,2,2,4,4,-1,-1,1,1,1,1,1,1,1,2,2,1,2,2,8,2,1,1,2,1,1,2,4,38,2,2,1,1,1,2,2,2,2,2,2,2,3,2,2,1,8,2001,2,2,4,2,1,1,1,1,60,12,70,1,11,1,1,6,2,1,1,1,5,1,1,1,21
20191105165,11,1,1,1,2,4,4,-1,-1,1,1,1,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,3,5,1,2,1,1,1,1,1,1,2,1,1,2,5,2,2,2,11,2005,2,2,3,1,3,2,1,1,36,12,31,1,7,2,1,6,2,1,1,0,3,1,1,3,21
20191105167,2,1,1,1,2,4,4,-1,-1,1,1,1,1,1,1,1,1,1,1,2,2,4,1,1,1,1,1,1,1,2,1,1,1,1,4,2,1,1,1,1,1,1,2,6,1,1,1,4,2013,2,2,4,2,1,1,1,3,-1,3,44,1,4,1,1,5,2,1,1,1,5,1,1,1,13
20191105173,4,1,1,1,2,4,4,-1,-1,2,5,1,3,1,1,1,2,1,1,2,2,5,1,1,1,1,1,1,1,2,1,1,2,1,4,2,1,1,1,1,1,1,1,7,1,2,2,3,2012,1,2,5,1,1,2,1,1,40,12,34,1,3,1,3,5,1,1,1,2,3,1,1,2,41
20191105182,9,1,2,3,2,2,3,10,1,2,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1,1,1,1,2,8,1,1,1,4,2,2,2,2,2,2,1,2,0,2,2,2,9,2006,2,2,3,1,1,2,3,1,40,12,45,2,4,1,2,2,2,2,2,1,2,2,1,2,33
20191105200,6,1,1,2,2,2,4,-1,-1,1,2,1,3,1,1,1,1,1,1,2,1,11,1,1,1,1,1,1,1,4,5,1,1,1,4,3,1,1,1,1,1,1,1,6,2,2,2,3,2010,1,2,3,1,4,2,1,2,28,12,56,1,5,1,3,5,2,1,1,1,4,1,1,4,22
20191105210,15,1,1,2,2,2,3,1,1,2,1,1,2,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,1,3,5,1,1,1,4,2,2,2,2,2,2,1,2,3,2,2,2,10,2000,2,2,5,2,1,1,1,1,42,12,44,1,8,1,1,5,2,1,1,2,4,1,1,3,22
20191105216,10,1,1,1,1,4,4,-1,-1,2,1,2,2,1,2,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,3,1,1,4,1,1,2,2,2,1,2,1,3,2,2,2,2,2006,2,2,4,1,1,2,1,2,30,12,40,1,4,1,1,6,2,1,1,1,4,1,1,3,21
20191105220,12,1,1,2,1,4,4,-1,-1,3,3,1,4,1,2,1,1,1,2,2,1,15,1,1,2,2,2,2,2,2,2,1,2,1,3,5,2,2,2,1,2,2,2,3,2,2,3,8,2003,1,2,4,1,2,2,1,1,40,12,46,1,9,1,2,3,1,1,1,1,5,5,1,3,42
20191105229,5,1,2,2,2,3,4,-1,-1,2,1,1,2,1,1,1,2,1,1,2,2,5,1,1,3,3,2,2,2,6,-1,-1,-1,-1,-1,-1,1,1,1,1,1,2,2,7,2,1,1,5,2012,2,2,4,2,1,1,1,1,40,12,48,1,10,1,1,6,2,1,1,1,5,1,1,4,21
20191105236,7,1,1,2,2,4,4,-1,-1,2,1,1,2,1,2,1,2,1,1,2,2,3,1,1,1,1,1,1,1,2,1,1,1,1,4,2,2,1,1,2,1,1,2,5,2,1,1,11,2009,1,2,4,1,1,2,1,1,37,12,39,1,9,1,2,5,2,1,1,1,4,1,1,3,31
20191105253,10,1,2,1,1,4,4,-1,-1,2,2,1,2,1,2,1,1,1,2,2,2,4,2,1,2,2,3,2,1,3,3,3,1,1,4,2,1,2,2,1,2,1,1,5,2,2,1,9,2005,2,2,4,1,1,2,1,1,40,12,52,1,9,1,2,5,2,1,1,1,4,3,1,2,21
20191105254,8,1,1,1,1,4,4,-1,-1,2,3,1,3,1,2,2,2,1,2,2,1,3,1,1,3,2,1,2,3,3,10,1,2,1,4,3,1,2,1,2,1,1,2,7,1,2,1,9,2007,1,2,4,2,2,1,1,3,-1,8,58,1,4,2,3,5,1,1,1,1,4,2,1,4,11
20191105324,14,1,1,1,2,3,4,-1,-1,1,1,1,2,1,1,1,2,2,1,2,2,5,2,1,1,1,1,1,1,4,18,2,2,1,1,5,2,2,2,2,2,2,2,5,2,2,1,11,2001,1,2,4,1,1,2,1,2,20,12,50,1,10,1,1,6,2,1,1,1,5,1,1,4,21
20191105331,2,1,1,3,2,4,4,-1,-1,2,5,1,3,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,4,2,1,1,2,2,1,2,2,7,1,2,1,3,2013,1,2,4,2,1,1,1,1,40,12,46,1,12,1,3,6,2,1,1,1,5,1,1,3,13
20191105343,13,1,1,1,2,4,4,-1,-1,1,2,1,1,2,2,1,2,2,2,2,1,6,2,1,1,1,1,1,2,3,3,1,1,1,3,1,1,2,1,1,1,1,1,7,2,2,4,1,2003,1,4,6,1,1,2,1,1,48,12,42,1,4,1,1,5,2,1,1,3,1,3,1,2,21
20191105363,6,1,1,1,2,4,4,-1,-1,2,1,1,2,1,1,1,2,1,1,2,1,20,1,1,1,2,1,1,1,4,2,1,1,1,2,2,2,2,1,1,1,1,2,5,2,2,1,11,2009,2,2,4,1,1,2,1,1,50,12,49,1,12,1,2,5,1,1,1,1,4,1,1,4,21
20191105386,12,1,1,1,1,4,3,14,1,2,1,1,1,1,2,1,2,1,2,2,2,4,2,1,1,2,1,2,1,4,10,1,2,2,4,1,1,2,2,2,2,1,2,3,2,2,1,8,2004,2,2,4,1,1,2,1,1,30,12,47,1,10,1,1,6,2,1,1,1,5,1,1,4,21
20191105412,8,1,2,3,2,4,4,-1,-1,2,1,1,3,1,1,1,1,2,1,2,2,4,1,1,1,1,1,1,2,3,4,1,1,1,3,2,2,1,2,1,1,2,2,4,2,2,1,7,2008,2,2,4,1,1,1,1,1,40,12,49,1,10,1,2,5,1,1,1,1,4,5,1,1,21
20191105425,15,2,1,1,2,4,4,-1,-1,2,1,1,2,1,1,1,1,1,1,1,1,9,2,1,1,2,2,1,2,4,12,1,1,1,4,1,1,2,2,2,1,1,1,7,2,1,1,7,2000,1,2,4,2,1,1,1,1,40,12,50,1,12,1,1,5,2,1,1,1,5,1,1,3,11
20191105445,9,1,1,1,2,4,4,-1,-1,2,1,1,2,1,1,1,2,2,1,2,2,10,1,1,1,1,1,2,1,3,2,1,1,1,4,1,2,1,1,1,2,2,2,2,1,2,2,8,2006,2,2,4,1,1,2,1,5,-1,1,38,1,10,1,3,4,2,1,1,1,2,1,1,3,42
20191105454,6,1,2,2,2,4,4,-1,-1,2,1,2,2,2,1,2,1,1,2,2,1,2,2,1,3,3,4,2,2,6,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,0,1,2,3,5,2011,2,2,5,8,1,2,5,1,24,6,28,2,10,1,3,5,2,2,2,0,2,1,1,1,21
20191105460,15,1,2,1,2,4,4,-1,-1,2,1,1,1,1,1,1,1,2,1,2,2,12,1,1,1,1,2,2,2,4,6,1,1,1,4,5,1,1,2,1,2,1,1,4,2,1,1,8,2000,2,2,4,2,1,1,1,2,40,11,52,1,6,1,1,6,2,1,1,1,5,1,1,2,21
20191105464,13,1,1,1,2,4,4,-1,-1,1,1,1,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,3,5,1,2,1,3,2,2,2,1,1,2,2,2,2,2,2,4,4,2003,2,2,4,1,1,2,1,1,40,12,57,2,9,1,1,6,2,2,2,1,3,5,1,4,21
20191105499,10,2,1,3,2,4,4,-1,-1,2,2,1,3,1,1,1,1,1,1,2,2,8,1,1,1,2,1,2,2,4,3,1,1,1,4,2,2,2,1,1,1,1,1,7,2,1,1,1,2006,1,2,4,1,1,2,1,1,40,12,42,1,9,2,2,6,2,1,1,1,3,2,1,1,11
20191105509,5,1,2,3,2,4,4,-1,-1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,4,1,1,1,1,3,3,2,2,1,2,2,1,2,2,2,2,2,5,2011,1,2,5,2,1,1,1,1,45,12,44,1,9,1,1,6,2,1,1,2,5,2,1,2,13
20191105516,8,1,1,1,2,4,4,-1,-1,2,5,1,2,1,1,2,1,2,1,2,1,5,2,2,1,1,2,1,2,3,2,1,1,1,4,2,1,2,1,1,2,1,2,7,2,2,2,10,2007,1,2,2,1,1,2,3,1,40,12,42,2,3,1,1,2,2,2,2,0,2,1,1,2,42
20191105568,12,1,2,3,2,4,4,-1,-1,4,1,1,1,1,1,1,1,1,1,2,2,15,2,2,4,4,4,4,4,4,10,2,2,1,4,3,1,1,1,1,1,1,1,7,1,1,1,3,2004,2,2,7,11,1,1,1,1,36,12,33,1,12,1,3,6,2,1,1,0,5,1,1,2,21
20191105573,4,1,2,2,2,4,4,-1,-1,2,5,1,4,1,1,1,2,1,1,2,2,8,1,1,1,1,1,1,1,4,3,1,1,1,4,4,1,1,1,2,1,2,2,7,1,2,3,9,2011,1,2,2,1,1,2,3,1,48,12,36,2,6,2,1,4,1,2,2,0,3,1,1,3,31
20191105575,14,1,2,1,2,4,3,1,2,2,1,1,1,1,1,1,1,1,1,1,2,5,2,1,1,1,1,1,2,3,5,1,1,1,2,1,2,2,2,2,1,2,2,3,2,2,1,12,2001,1,2,6,2,1,1,1,2,45,12,59,1,8,1,1,6,2,1,1,2,4,1,1,2,42
20191105606,8,1,1,2,1,4,4,-1,-1,1,2,1,1,2,1,1,1,1,1,1,2,5,1,1,1,1,1,1,2,4,2,1,1,1,4,5,2,1,2,1,1,1,1,6,2,2,2,5,2008,1,2,3,1,1,2,1,5,-1,0,44,1,5,2,2,6,2,1,1,0,1,3,3,4,11
20191105610,14,1,1,1,1,4,4,-1,-1,3,2,1,3,1,2,2,2,2,2,2,2,1,2,1,2,3,2,2,4,4,7,1,2,1,1,5,2,2,2,2,2,2,2,6,2,1,2,2,2002,2,2,4,1,1,2,4,3,-1,8,50,2,2,2,1,5,2,2,2,2,5,3,1,4,11
20191105611,15,1,2,3,2,3,3,2,2,3,3,1,3,1,2,1,2,2,1,2,2,4,2,1,2,2,2,2,2,5,-1,-1,-1,-1,-1,-1,2,2,2,2,1,1,2,5,2,2,2,3,2001,2,2,4,1,1,2,1,1,36,12,39,1,9,1,5,5,2,1,1,1,4,1,1,2,13
20191105640,14,1,2,2,1,4,4,-1,-1,2,3,1,3,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,3,6,1,2,1,2,1,1,2,2,2,2,1,1,1,2,1,2,4,2002,1,2,4,1,1,2,1,1,40,12,50,1,9,1,1,5,2,1,1,1,5,2,1,2,12
20191105652,14,1,1,1,1,4,4,-1,-1,2,2,2,2,1,2,1,2,1,1,2,2,3,1,1,2,3,1,3,2,3,4,3,1,3,1,1,1,2,2,1,2,1,1,3,2,2,1,4,2002,2,4,5,1,1,2,1,1,26,12,40,1,2,1,1,3,2,1,1,2,4,3,1,2,33
20191105662,7,1,1,1,2,4,4,-1,-1,2,2,1,3,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,1,3,2,1,1,1,4,3,1,1,2,2,1,1,1,7,1,2,1,2,2009,1,2,3,1,1,2,1,5,-1,0,40,1,8,1,1,3,1,1,1,0,3,1,1,2,22
20191105686,2,1,1,3,1,4,4,-1,-1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,1,2,1,2,1,2,3,9,1,1,1,4,3,1,2,1,1,1,2,2,5,2,2,1,11,2012,1,2,7,5,1,2,5,1,40,5,38,2,5,1,2,5,2,2,2,2,2,3,1,4,11
20191105689,10,1,1,1,2,4,4,-1,-1,1,1,1,2,1,2,1,1,1,2,1,2,5,2,1,1,2,1,1,2,3,1,1,1,1,4,3,2,2,1,2,2,1,1,6,2,2,1,2,2006,2,4,3,1,1,2,1,1,40,12,33,1,7,1,1,5,2,1,1,0,4,3,1,4,33
20191105694,8,1,1,3,2,4,4,-1,-1,2,2,1,3,2,2,2,1,1,2,2,1,10,1,1,1,1,1,1,1,3,5,1,1,1,4,3,2,2,2,1,1,2,2,5,2,1,1,6,2008,2,2,5,2,3,1,1,1,70,12,34,1,11,1,1,2,1,1,1,2,4,1,1,4,21
20191105702,7,1,1,1,1,4,4,-1,-1,2,1,1,1,1,1,1,2,1,1,1,1,5,1,1,2,1,1,4,2,2,1,1,1,1,4,2,1,1,2,1,1,2,1,7,2,2,1,10,2008,2,2,4,1,1,2,1,1,45,12,48,1,11,1,1,6,2,1,1,1,4,1,1,2,42
20191105732,2,1,1,3,2,4,4,-1,-1,1,5,1,2,1,2,2,1,1,2,2,1,3,1,1,1,1,1,1,1,2,10,1,1,2,4,2,1,1,1,1,1,1,1,7,1,1,2,11,2013,1,5,5,9,1,2,1,1,24,12,45,1,3,2,2,4,2,1,1,2,1,4,1,4,11
20191105762,14,1,1,1,1,4,4,-1,-1,2,3,1,3,2,2,1,2,1,2,2,1,2,1,1,2,1,2,2,1,3,10,3,2,1,4,2,1,2,2,2,2,1,1,5,2,2,1,8,2002,1,2,3,5,5,2,2,6,-1,0,73,1,4,1,2,3,2,4,1,0,3,3,2,1,11
20191105779,11,1,2,2,2,4,4,-1,-1,2,1,1,1,1,1,1,1,1,1,2,1,15,1,1,1,1,1,1,1,4,15,1,1,2,4,2,1,1,1,2,1,1,1,5,1,2,1,9,2005,1,2,4,1,1,2,5,1,40,12,40,2,2,2,1,6,2,2,2,2,3,2,1,2,21
20191105985,11,1,1,2,1,4,4,-1,-1,2,2,1,2,1,1,1,1,1,1,2,1,10,1,1,1,1,1,1,1,3,10,1,2,1,4,1,2,2,2,2,2,2,2,5,2,1,1,6,2005,2,2,4,6,5,1,3,6,-1,0,65,1,4,1,1,4,2,2,1,0,3,1,1,1,11
20191105996,5,1,2,1,2,4,4,-1,-1,2,2,1,3,1,1,1,1,1,1,1,2,20,1,1,2,4,2,1,1,2,4,1,2,2,4,2,2,2,2,1,2,2,2,2,2,2,1,8,2011,2,2,4,2,1,1,1,1,50,12,31,1,9,1,3,5,1,1,1,1,4,1,1,4,21
20191106012,9,1,1,1,2,4,4,-1,-1,2,2,1,4,1,2,1,1,1,2,2,1,2,1,1,1,2,1,1,2,3,5,1,1,1,3,2,1,2,2,1,2,1,1,3,1,1,3,10,2007,2,4,5,1,1,2,1,1,40,12,41,1,7,2,1,6,1,1,1,2,1,3,1,4,11
20191106021,2,1,1,2,1,4,4,-1,-1,2,5,2,2,1,1,1,1,1,2,2,2,3,2,1,2,1,1,2,1,2,1,1,1,2,4,2,1,1,1,1,1,1,1,7,1,2,2,9,2013,2,2,5,1,1,2,1,5,-1,0,34,1,11,1,3,6,2,1,1,2,5,1,1,4,13
20191106034,5,2,1,3,1,4,4,-1,-1,1,5,1,2,1,1,1,2,1,2,2,2,10,1,1,1,2,1,1,1,3,2,1,1,2,4,3,2,1,1,2,1,1,2,7,2,2,1,10,2010,2,2,4,2,2,1,1,1,50,12,54,1,9,1,2,5,2,1,1,1,4,1,1,2,21
20191106038,15,1,2,2,2,3,4,-1,-1,2,1,1,2,1,1,1,2,1,1,2,2,5,2,1,2,3,3,4,3,3,5,1,1,1,2,5,1,2,2,2,1,2,2,3,2,2,1,9,2000,2,2,3,1,1,2,1,1,40,10,55,1,6,1,2,5,2,1,1,0,3,1,1,3,22
20191106041,7,1,1,1,1,4,4,-1,-1,2,1,1,3,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,4,8,3,2,1,4,3,2,2,2,1,1,1,2,5,2,2,1,10,2008,1,2,3,1,1,2,3,1,40,12,50,1,11,2,2,6,2,1,1,0,3,1,1,4,11
